Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Tratamiento_1 Spectral Count	Tratamiento_2 Spectral Count	Tratamiento_3 Spectral Count	Tratamiento_4 Spectral Count	Tratamiento_5 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Tratamiento_1 Unique Spectral Count	Tratamiento_2 Unique Spectral Count	Tratamiento_3 Unique Spectral Count	Tratamiento_4 Unique Spectral Count	Tratamiento_5 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Tratamiento_1 Total Spectral Count	Tratamiento_2 Total Spectral Count	Tratamiento_3 Total Spectral Count	Tratamiento_4 Total Spectral Count	Tratamiento_5 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Tratamiento_1 Intensity	Tratamiento_2 Intensity	Tratamiento_3 Intensity	Tratamiento_4 Intensity	Tratamiento_5 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Tratamiento_1 MaxLFQ Intensity	Tratamiento_2 MaxLFQ Intensity	Tratamiento_3 MaxLFQ Intensity	Tratamiento_4 MaxLFQ Intensity	Tratamiento_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|P49585|PCY1A_HUMAN	P49585	PCY1A_HUMAN	PCYT1A	367	Homo sapiens	1:Experimental evidence at protein level	Choline-phosphate cytidylyltransferase A	1.0	0.999	6	57	41	57	7	5	5	7	7	4	5	7	5	5	4	4	4	6	5	3	4	5	3	3	7	5	5	7	7	4	5	7	5	5	166874.67	189687.81	171570.8	177219.36	204537.11	190262.64	171387.94	173636.0	181049.03	143342.38	52473.242	52425.414	45873.71	48836.793	55081.566	46684.81	48216.605	48717.723	47611.63	46170.668	
sp|P49588|SYAC_HUMAN	P49588	SYAC_HUMAN	AARS1	968	Homo sapiens	1:Experimental evidence at protein level	Alanine--tRNA ligase, cytoplasmic	1.0	0.999	37	609	609	609	57	59	57	55	56	63	68	59	64	71	57	59	57	55	56	63	68	59	64	71	57	59	57	55	56	63	68	59	64	71	2790737.5	2938073.5	2703506.0	2513354.5	2615344.0	2675892.8	3221363.5	2765810.8	2901187.5	3073286.2	268892.03	258658.7	261749.17	255528.17	248358.53	268111.12	303192.6	265963.88	279206.75	286774.1	
sp|P49589|SYCC_HUMAN	P49589	SYCC_HUMAN	CARS1	748	Homo sapiens	1:Experimental evidence at protein level	Cysteine--tRNA ligase, cytoplasmic	1.0	0.999	31	374	374	374	43	35	36	34	33	34	43	40	35	41	43	35	36	34	33	34	43	40	35	41	43	35	36	34	33	34	43	40	35	41	1489197.4	1222118.6	1236356.9	1324330.9	1278971.0	1408003.4	1538027.8	1496417.6	1341137.8	1482450.1	167579.42	157730.22	159748.44	154647.36	159136.1	169514.19	178669.02	161901.0	166316.86	171262.89	
sp|P49590|SYHM_HUMAN	P49590	SYHM_HUMAN	HARS2	506	Homo sapiens	1:Experimental evidence at protein level	Histidine--tRNA ligase, mitochondrial	1.0	0.999	8	14	14	49	2	2	3	1	1	0	1	1	2	1	2	2	3	1	1	0	1	1	2	1	6	5	6	5	6	3	4	5	5	4	55007.0	52101.875	55010.105	48616.87	35121.797	46968.69	32356.943	46861.57	57682.5	46547.676	20300.47	21953.592	21311.084	19624.068	16573.266	18965.463	19105.49	18407.994	20207.77	24553.072	
sp|P49591|SYSC_HUMAN	P49591	SYSC_HUMAN	SARS1	514	Homo sapiens	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	24	260	260	260	29	21	21	28	27	27	28	28	24	27	29	21	21	28	27	27	28	28	24	27	29	21	21	28	27	27	28	28	24	27	1395486.9	1083404.0	1013761.5	1340044.6	1318653.9	1283556.8	1399418.9	1029675.6	1454311.2	1082247.6	247398.06	239012.05	228317.83	233430.53	227845.08	225931.92	266568.4	223718.53	244410.44	248034.81	
sp|P49593|PPM1F_HUMAN	P49593	PPM1F_HUMAN	PPM1F	454	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1F	1.0	0.999	11	63	63	63	7	7	6	7	3	3	5	6	10	9	7	7	6	7	3	3	5	6	10	9	7	7	6	7	3	3	5	6	10	9	147014.27	218455.0	187350.53	130022.4	99725.81	60508.207	192362.83	191932.44	216769.4	235437.17	33130.875	39548.207	31149.473	26009.342	29949.984	29032.936	31622.814	29828.201	37666.8	38738.68	
sp|P49642|PRI1_HUMAN	P49642	PRI1_HUMAN	PRIM1	420	Homo sapiens	1:Experimental evidence at protein level	DNA primase small subunit	1.0	0.999	2	17	17	17	2	1	3	1	4	2	1	1	1	1	2	1	3	1	4	2	1	1	1	1	2	1	3	1	4	2	1	1	1	1	23935.412	15784.903	40665.965	8743.744	12238.997	9943.427	12144.465	9843.499	25560.965	11058.818	14325.247	17438.09	13699.7	9659.495	13520.8125	10984.822	13416.38	10874.429	14282.219	12217.031	
sp|P49643|PRI2_HUMAN	P49643	PRI2_HUMAN	PRIM2	509	Homo sapiens	1:Experimental evidence at protein level	DNA primase large subunit	0.9715	0.999	1	2	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	9198.359	11817.046	11881.683	11093.577	11503.359	11451.903	10305.113	9940.44	9201.247	7859.655	9198.359	11817.046	11881.683	11093.577	11503.359	11451.903	10305.113	9940.44	9201.247	7859.655	
sp|P49662|CASP4_HUMAN	P49662	CASP4_HUMAN	CASP4	377	Homo sapiens	1:Experimental evidence at protein level	Caspase-4	1.0	0.999	5	6	5	6	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	3	1	52579.402	18834.027	22829.883	10249.959	12290.377	0.0	36565.977	21167.129	30195.348	31442.271	12617.269	11349.84	9037.671	9221.317	11375.667	0.0	10012.263	9535.873	18238.709	27483.234	
sp|P49711|CTCF_HUMAN	P49711	CTCF_HUMAN	CTCF	727	Homo sapiens	1:Experimental evidence at protein level	Transcriptional repressor CTCF	1.0	0.999	2	35	35	35	4	3	4	3	4	3	4	4	3	3	4	3	4	3	4	3	4	4	3	3	4	3	4	3	4	3	4	4	3	3	64445.367	84246.51	94680.47	71611.266	63151.992	56643.156	64670.586	71064.305	64908.18	68620.58	41579.453	54357.617	62531.547	46226.06	38877.914	32627.182	41515.074	46285.723	42366.438	43878.723	
sp|P49716|CEBPD_HUMAN	P49716	CEBPD_HUMAN	CEBPD	269	Homo sapiens	1:Experimental evidence at protein level	CCAAT/enhancer-binding protein delta	0.9716	0.999	1	3	3	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	12631.31	0.0	0.0	0.0	15503.753	17901.541	8347.05	0.0	8282.023	0.0	12631.31	0.0	0.0	0.0	15503.753	17901.541	8347.05	0.0	8282.023	0.0	
sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	205	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-3	1.0	0.999	8	132	132	132	13	16	12	12	13	14	13	15	11	13	13	16	12	12	13	14	13	15	11	13	13	16	12	12	13	14	13	15	11	13	627823.06	779889.0	692410.7	612523.6	584860.25	543605.4	632300.06	595353.7	618416.56	684270.5	288826.2	310916.3	307044.5	290752.7	285468.16	261323.78	281166.78	291978.12	315963.03	329864.4	
sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-2	1.0	0.999	9	183	183	183	20	19	17	19	16	17	16	19	21	19	20	19	17	19	16	17	16	19	21	19	20	19	17	19	16	17	16	19	21	19	539661.1	563040.2	518730.2	512117.47	459457.0	454395.47	490884.1	476341.56	693172.3	587099.06	320374.94	306725.38	326584.72	293238.2	261636.97	294589.9	299968.5	332857.97	411563.38	346316.56	
sp|P49736|MCM2_HUMAN	P49736	MCM2_HUMAN	MCM2	904	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM2	1.0	0.999	15	120	120	120	9	14	11	12	10	13	11	13	14	13	9	14	11	12	10	13	11	13	14	13	9	14	11	12	10	13	11	13	14	13	405294.38	282722.12	303893.56	306882.47	287097.03	302896.4	290124.94	306031.25	287355.53	283346.8	70794.195	57188.89	64227.21	70961.64	65450.785	59075.87	61425.71	65896.34	60605.03	59638.812	
sp|P49748|ACADV_HUMAN	P49748	ACADV_HUMAN	ACADVL	655	Homo sapiens	1:Experimental evidence at protein level	Very long-chain acyl-CoA dehydrogenase, mitochondrial	1.0	0.999	19	304	304	304	30	34	31	35	33	29	29	28	25	30	30	34	31	35	33	29	29	28	25	30	30	34	31	35	33	29	29	28	25	30	1006852.94	1027916.06	991052.9	1003801.25	965661.0	848162.44	848308.2	871058.25	836522.8	925753.44	185635.77	179738.0	172701.17	182290.55	169791.77	150195.4	154749.14	157194.75	152876.77	159325.2	
sp|P49750|YLPM1_HUMAN	P49750	YLPM1_HUMAN	YLPM1	2146	Homo sapiens	1:Experimental evidence at protein level	YLP motif-containing protein 1	1.0	0.999	14	48	48	48	5	5	5	4	5	6	5	4	4	5	5	5	5	4	5	6	5	4	4	5	5	5	5	4	5	6	5	4	4	5	249320.56	281165.12	196712.08	222315.69	274685.0	227188.2	91487.95	204429.77	226528.94	257792.44	100590.64	89436.98	88497.89	82196.79	98913.414	100710.63	88095.33	84948.5	82758.484	91832.38	
sp|P49753|ACOT2_HUMAN	P49753	ACOT2_HUMAN	ACOT2	483	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 2, mitochondrial	1.0	0.999	4	36	1	36	5	4	2	3	4	3	4	3	3	5	0	0	0	0	1	0	0	0	0	0	5	4	2	3	4	3	4	3	3	5	81322.23	83402.625	60907.406	55580.06	70006.03	31153.953	40748.266	39390.656	55065.383	75062.95	43589.184	39332.938	29249.629	28168.604	32614.766	18340.346	24307.115	23467.752	27036.955	35612.176	
sp|P49754|VPS41_HUMAN	P49754	VPS41_HUMAN	VPS41	854	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 41 homolog	1.0	0.999	4	7	7	7	1	1	1	0	0	1	1	0	0	2	1	1	1	0	0	1	1	0	0	2	1	1	1	0	0	1	1	0	0	2	31594.957	25920.22	39816.35	12162.611	14746.575	36920.09	11586.758	25094.04	29763.043	36246.473	14674.527	14891.323	14183.441	12645.05	15331.509	13068.284	12046.355	13531.319	16266.822	14797.705	
sp|P49755|TMEDA_HUMAN	P49755	TMEDA_HUMAN	TMED10	219	Homo sapiens	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 10	1.0	0.999	8	187	187	187	16	19	19	21	22	19	17	22	16	16	16	19	19	21	22	19	17	22	16	16	16	19	19	21	22	19	17	22	16	16	1331502.9	1460992.8	1433946.9	1441511.8	1218863.5	1185096.2	1018176.0	1396750.1	1090282.5	1409015.5	422617.4	474987.53	447005.3	453876.94	395094.66	454743.44	477709.94	455386.4	488739.12	508035.47	
sp|P49756|RBM25_HUMAN	P49756	RBM25_HUMAN	RBM25	843	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 25	1.0	0.999	15	111	111	111	9	10	9	15	12	12	11	10	10	13	9	10	9	15	12	12	11	10	10	13	9	10	9	15	12	12	11	10	10	13	348117.66	319667.72	320357.75	323419.22	362692.2	433672.56	450675.25	357205.62	380517.84	363715.34	51080.21	50190.438	49564.24	51329.49	51408.406	59105.797	56205.04	53180.48	51727.566	49928.16	
sp|P49757|NUMB_HUMAN	P49757	NUMB_HUMAN	NUMB	651	Homo sapiens	1:Experimental evidence at protein level	Protein numb homolog	1.0	0.999	9	59	51	59	6	7	5	6	5	7	5	5	5	8	5	6	4	5	4	7	5	4	4	7	6	7	5	6	5	7	5	5	5	8	188990.86	214698.58	220338.12	208828.23	214865.77	371558.6	186393.64	191935.12	206132.86	194377.3	80445.94	80073.234	86653.82	79993.76	79963.7	82577.2	79252.5	84545.555	75023.09	84013.6	
sp|P49770|EI2BB_HUMAN	P49770	EI2BB_HUMAN	EIF2B2	351	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit beta	1.0	0.999	7	70	70	70	7	7	7	8	4	6	8	8	7	8	7	7	7	8	4	6	8	8	7	8	7	7	7	8	4	6	8	8	7	8	314810.38	231872.1	299113.0	222613.0	284277.53	218627.27	224704.81	241183.61	268040.88	311996.84	116085.47	123226.0	131579.8	131798.56	134409.14	109735.625	127504.16	123513.836	132867.95	128741.4	
sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	126	Homo sapiens	1:Experimental evidence at protein level	Adenosine 5'-monophosphoramidase HINT1	1.0	0.999	8	125	125	125	15	13	11	11	15	10	13	11	12	14	15	13	11	11	15	10	13	11	12	14	15	13	11	11	15	10	13	11	12	14	826854.3	963607.94	899014.25	737315.6	992551.8	756209.5	727773.5	766501.1	880751.0	691488.4	602571.8	556119.2	502429.78	430708.12	617343.8	501497.4	515079.6	464625.88	529957.44	456768.25	
sp|P49790|NU153_HUMAN	P49790	NU153_HUMAN	NUP153	1475	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup153	1.0	0.999	7	44	44	44	6	2	4	4	5	4	5	5	5	4	6	2	4	4	5	4	5	5	5	4	6	2	4	4	5	4	5	5	5	4	134831.11	90000.85	106500.49	101977.9	126453.6	142904.38	133333.03	107624.445	124902.87	117555.42	38432.617	37033.81	34111.094	29924.498	36941.613	42456.312	41184.32	37477.21	37495.383	35702.516	
sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	3224	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase RanBP2	1.0	0.999	50	287	178	287	31	29	29	30	28	28	24	29	28	31	19	19	20	22	15	17	15	15	16	20	31	29	29	30	28	28	24	29	28	31	987344.1	874543.56	910070.75	889927.25	822543.25	910123.25	930562.94	1003263.2	917716.56	841753.7	98754.27	88938.66	95129.33	93851.37	92327.0	93747.414	95779.45	99607.484	94073.51	91324.2	
sp|P49815|TSC2_HUMAN	P49815	TSC2_HUMAN	TSC2	1807	Homo sapiens	1:Experimental evidence at protein level	Tuberin	1.0	0.999	5	13	13	13	2	2	0	1	2	2	0	2	0	2	2	2	0	1	2	2	0	2	0	2	2	2	0	1	2	2	0	2	0	2	42578.06	110899.85	16508.395	28867.447	24675.2	43994.914	30289.924	37422.746	19352.979	54698.5	21674.625	32966.87	20566.984	17865.178	20304.803	22471.498	24575.342	20020.912	24110.908	27269.605	
sp|P49821|NDUV1_HUMAN	P49821	NDUV1_HUMAN	NDUFV1	464	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	1.0	0.999	12	90	90	90	13	15	9	15	14	5	4	6	4	5	13	15	9	15	14	5	4	6	4	5	13	15	9	15	14	5	4	6	4	5	492593.88	587370.5	440202.8	415855.03	391112.75	302199.88	139803.75	348055.5	159457.97	194771.81	151256.98	161548.98	119410.19	139953.23	125989.13	58197.305	53707.0	59764.04	68208.84	69282.875	
sp|P49840|GSK3A_HUMAN	P49840	GSK3A_HUMAN	GSK3A	483	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 alpha	1.0	0.999	4	32	32	32	4	3	1	3	2	6	5	2	3	3	4	3	1	3	2	6	5	2	3	3	4	3	1	3	2	6	5	2	3	3	95142.875	87859.36	78671.555	95462.53	94288.22	100564.484	92969.52	82077.09	62155.402	70662.35	37714.812	32197.611	36561.62	37393.848	35073.926	40399.16	38748.27	36689.16	33836.305	29067.816	
sp|P49841|GSK3B_HUMAN	P49841	GSK3B_HUMAN	GSK3B	420	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 beta	1.0	0.999	6	52	52	52	8	5	7	4	5	4	4	4	7	4	8	5	7	4	5	4	4	4	7	4	8	5	7	4	5	4	4	4	7	4	121653.38	109191.01	127713.766	124722.0	109749.96	93437.914	113252.64	120361.95	119910.06	119890.414	42028.55	52986.715	46253.434	46374.05	41419.703	33643.043	41644.04	40999.066	43437.527	46146.52	
sp|P49848|TAF6_HUMAN	P49848	TAF6_HUMAN	TAF6	677	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 6	1.0	0.999	2	13	13	13	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	12742.118	22226.52	23848.748	23579.129	22674.176	25778.273	12052.212	12749.132	12892.42	9685.059	13155.957	10811.554	12155.422	12522.083	12096.944	13047.3	12443.644	13163.198	13311.14	9999.61	
sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	561	Homo sapiens	1:Experimental evidence at protein level	Cytosolic purine 5'-nucleotidase	1.0	0.999	8	52	52	52	6	5	5	5	5	3	6	5	5	7	6	5	5	5	5	3	6	5	5	7	6	5	5	5	5	3	6	5	5	7	229558.95	252463.88	123020.625	111970.836	127569.17	86705.24	127041.32	122731.65	86072.19	138023.22	50212.7	67760.24	46822.92	56092.566	59000.273	53841.855	56190.43	55686.996	43233.06	55483.26	
sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	392	Homo sapiens	1:Experimental evidence at protein level	Zincore component SEPHS1	1.0	0.999	8	93	93	93	9	10	10	8	9	7	10	8	9	13	9	10	10	8	9	7	10	8	9	13	9	10	10	8	9	7	10	8	9	13	240225.94	474538.34	376457.3	298634.22	372308.78	390560.7	266869.06	345858.56	298543.88	373237.4	130878.98	155815.8	146736.66	129572.22	130081.41	118570.45	121240.61	128388.49	125528.82	142858.05	
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	Homo sapiens	1:Experimental evidence at protein level	GMP synthase [glutamine-hydrolyzing]	1.0	0.999	21	293	293	293	32	31	28	26	27	29	29	27	30	34	32	31	28	26	27	29	29	27	30	34	32	31	28	26	27	29	29	27	30	34	995377.44	1116048.5	1092949.1	897286.9	960129.5	970936.9	1001967.06	916710.44	936195.5	1050186.4	188050.72	185553.92	167527.86	155420.78	174387.06	150611.6	153199.39	167210.75	168294.73	188683.53	
sp|P49916|DNLI3_HUMAN	P49916	DNLI3_HUMAN	LIG3	1009	Homo sapiens	1:Experimental evidence at protein level	DNA ligase 3	1.0	0.999	6	30	30	30	2	5	3	2	2	4	2	4	2	4	2	5	3	2	2	4	2	4	2	4	2	5	3	2	2	4	2	4	2	4	30163.377	53892.33	50664.812	49143.047	46667.953	31726.273	50631.367	58464.48	39029.566	47450.34	15094.034	16954.19	17970.082	17216.023	16681.287	16149.387	18258.379	20348.889	18403.846	16327.863	
sp|P49917|DNLI4_HUMAN	P49917	DNLI4_HUMAN	LIG4	911	Homo sapiens	1:Experimental evidence at protein level	DNA ligase 4	1.0	0.999	3	9	9	9	1	2	1	1	2	0	0	0	0	2	1	2	1	1	2	0	0	0	0	2	1	2	1	1	2	0	0	0	0	2	32712.875	27132.293	13713.998	63656.445	23187.2	0.0	8115.088	34096.473	0.0	35071.625	11066.362	18002.777	11707.737	15282.526	13487.64	0.0	14942.919	11802.057	0.0	12022.634	
sp|P49959|MRE11_HUMAN	P49959	MRE11_HUMAN	MRE11	708	Homo sapiens	1:Experimental evidence at protein level	Double-strand break repair protein MRE11	1.0	0.999	11	60	60	60	4	5	5	4	7	7	7	10	4	7	4	5	5	4	7	7	7	10	4	7	4	5	5	4	7	7	7	10	4	7	125638.03	151622.52	133319.16	127128.2	190622.38	185904.9	162113.97	155140.72	134208.44	137050.64	44183.277	37523.96	34680.082	40175.258	40740.2	42864.652	36087.49	39861.438	37730.81	43022.902	
sp|P50135|HNMT_HUMAN	P50135	HNMT_HUMAN	HNMT	292	Homo sapiens	1:Experimental evidence at protein level	Histamine N-methyltransferase	0.9716	0.999	1	8	8	8	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	16815.29	20031.588	14752.638	14033.497	18698.66	14895.096	13259.759	14775.138	18380.65	20511.527	16815.29	20031.588	14752.638	14033.497	18698.66	14895.096	13259.759	14775.138	18380.65	20511.527	
sp|P50148|GNAQ_HUMAN	P50148	GNAQ_HUMAN	GNAQ	359	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(q) subunit alpha	1.0	0.999	5	64	49	64	7	8	4	7	5	5	9	6	6	7	4	6	2	6	4	4	7	5	5	6	7	8	4	7	5	5	9	6	6	7	86209.69	144646.0	106791.84	98087.67	84811.46	87404.984	95641.73	100334.14	102976.14	134624.4	31762.033	45812.754	33245.723	30710.936	28096.172	29237.84	29993.742	30669.865	30963.707	34647.867	
sp|P50213|IDH3A_HUMAN	P50213	IDH3A_HUMAN	IDH3A	366	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	1.0	0.999	8	93	93	93	10	9	9	10	9	9	9	8	9	11	10	9	9	10	9	9	9	8	9	11	10	9	9	10	9	9	9	8	9	11	428706.5	432830.03	398809.25	391617.7	384058.22	379930.0	370051.28	333650.62	433757.2	415004.03	92271.26	88305.516	86114.82	91070.805	83943.0	79935.33	77344.99	74295.27	89366.36	85079.63	
sp|P50225|ST1A1_HUMAN	P50225	ST1A1_HUMAN	SULT1A1	295	Homo sapiens	1:Experimental evidence at protein level	Sulfotransferase 1A1	0.999	0.999	4	15	0	30	3	1	2	1	1	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	5	2	3	3	2	3	3	2	4	3	19196.379	17799.377	19169.535	15593.67	8426.371	14725.882	12359.125	14342.121	10564.644	12701.06	11875.224	17991.95	19376.932	8490.499	8517.537	10053.445	12492.839	9211.609	10678.943	12838.474	
sp|P50281|MMP14_HUMAN	P50281	MMP14_HUMAN	MMP14	582	Homo sapiens	1:Experimental evidence at protein level	Matrix metalloproteinase-14	1.0	0.999	14	157	157	157	19	19	15	13	18	13	13	16	16	15	19	19	15	13	18	13	13	16	16	15	19	19	15	13	18	13	13	16	16	15	699422.9	414274.22	370158.2	500116.75	610077.7	483652.2	433111.03	412218.88	497599.3	456374.7	159045.84	112257.37	100428.016	116826.02	131711.73	109319.67	126206.49	109403.94	112781.92	104110.76	
sp|P50336|PPOX_HUMAN	P50336	PPOX_HUMAN	PPOX	477	Homo sapiens	1:Experimental evidence at protein level	Protoporphyrinogen oxidase	1.0	0.999	3	4	4	4	1	1	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	22581.46	33800.8	22905.102	28030.68	29870.473	18126.344	14943.975	8704.73	16596.832	8707.643	9709.231	12875.831	11209.2705	10671.238	9986.798	10000.836	8100.466	10333.483	8755.223	10336.94	
sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	Homo sapiens	1:Experimental evidence at protein level	Rab GDP dissociation inhibitor beta	1.0	0.999	28	727	513	727	74	72	70	74	75	67	77	81	68	69	50	48	50	52	52	49	59	57	48	48	74	72	70	74	75	67	77	81	68	69	5346483.0	5433417.0	5182689.0	4775629.5	5362308.0	4510203.5	4756681.5	5184483.5	5219506.5	5698349.0	1287351.2	1283928.9	1251962.6	1201370.4	1283679.6	1143725.6	1269022.6	1242663.4	1311575.5	1395161.5	
sp|P50402|EMD_HUMAN	P50402	EMD_HUMAN	EMD	254	Homo sapiens	1:Experimental evidence at protein level	Emerin	1.0	0.999	11	120	120	120	12	9	13	14	11	14	14	12	10	11	12	9	13	14	11	14	14	12	10	11	12	9	13	14	11	14	14	12	10	11	576536.0	666530.25	616421.44	585374.94	631132.4	701555.75	690012.7	637891.56	642255.1	708070.0	210699.06	214476.47	212538.5	201947.73	238632.86	243564.4	228593.33	223317.06	236362.53	246516.56	
sp|P50416|CPT1A_HUMAN	P50416	CPT1A_HUMAN	CPT1A	773	Homo sapiens	1:Experimental evidence at protein level	Carnitine O-palmitoyltransferase 1, liver isoform	1.0	0.999	10	77	77	77	9	7	8	5	7	8	10	8	9	6	9	7	8	5	7	8	10	8	9	6	9	7	8	5	7	8	10	8	9	6	282931.2	174447.66	167349.1	217632.12	215217.44	259370.95	184925.7	181082.6	172743.55	233076.31	49933.6	51568.043	43883.45	41772.34	43959.83	43819.402	48932.22	52089.88	45081.46	45871.957	
sp|P50454|SERPH_HUMAN	P50454	SERPH_HUMAN	SERPINH1	418	Homo sapiens	1:Experimental evidence at protein level	Serpin H1	1.0	0.999	25	1142	1142	1142	122	111	112	101	114	123	102	120	108	129	122	111	112	101	114	123	102	120	108	129	122	111	112	101	114	123	102	120	108	129	1.1584332E7	1.1093384E7	1.0518782E7	9996970.0	1.0263118E7	1.0156916E7	9688228.0	1.0628699E7	1.1041448E7	1.2390818E7	1503806.1	1364948.0	1318161.9	1297749.9	1370377.9	1352921.4	1347193.5	1408296.5	1398763.2	1445786.8	
sp|P50479|PDLI4_HUMAN	P50479	PDLI4_HUMAN	PDLIM4	330	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 4	1.0	0.999	11	102	102	102	10	7	12	12	8	15	12	9	8	9	10	7	12	12	8	15	12	9	8	9	10	7	12	12	8	15	12	9	8	9	276114.62	291523.88	268167.3	251412.16	224344.78	356053.2	345405.0	226919.0	263435.56	294150.7	77828.05	68395.26	68307.11	58014.03	64829.766	73268.8	65263.87	62398.883	68580.0	75203.14	
sp|P50502|F10A1_HUMAN	P50502	F10A1_HUMAN	ST13	369	Homo sapiens	1:Experimental evidence at protein level	Hsc70-interacting protein	1.0	0.999	6	108	0	108	13	9	10	11	10	13	10	11	12	9	0	0	0	0	0	0	0	0	0	0	13	9	10	11	10	13	10	11	12	9	781532.4	668321.25	463789.56	729084.1	657525.1	579661.25	698993.7	751092.06	627416.6	556625.5	310504.9	238372.38	194792.75	283031.44	256236.2	226612.2	291901.56	277116.97	249564.89	217607.36	
sp|P50542|PEX5_HUMAN	P50542	PEX5_HUMAN	PEX5	639	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal targeting signal 1 receptor	1.0	0.999	4	6	6	6	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0.0	12592.794	14364.648	4095.6956	9812.761	8793.071	8517.48	21063.055	9581.728	11107.411	0.0	12592.794	11251.404	0.0	9812.761	8793.071	8517.48	0.0	9581.728	11107.411	
sp|P50548|ERF_HUMAN	P50548	ERF_HUMAN	ERF	548	Homo sapiens	1:Experimental evidence at protein level	ETS domain-containing transcription factor ERF	0.9953	0.999	2	4	1	4	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	29873.426	27853.21	29240.586	14130.274	30128.762	37250.766	31347.438	15164.665	32345.293	29490.664	16944.42	14193.662	15474.733	17194.943	16208.0205	20407.414	17612.797	18453.68	17651.125	15501.699	
